Région,Consommation (MW),TMoy (°C),TMin (°C),TMax (°C)
Centre-Val de Loire,102303.0,9.28,1.67,16.9
Bourgogne-Franche-Comté,123685.0,8.74,1.6,15.88
Normandie,145965.0,10.5,3.64,17.36
Hauts-de-France,277452.0,10.59,4.6,16.58
Grand Est,265571.0,8.57,1.39,15.76
Pays de la Loire,141477.0,10.62,3.9,17.35
Bretagne,116664.0,12.0,6.8,17.2
Nouvelle-Aquitaine,233485.0,11.36,3.47,19.25
Occitanie,191463.0,12.46,4.62,20.3
Auvergne-Rhône-Alpes,372400.0,8.32,0.84,15.8
Provence-Alpes-Côte d'Azur,196406.0,14.17,8.43,19.9
Île-de-France,483583.0,6.92,5.48,8.36
Centre-Val de Loire,121707.0,7.28,5.83,8.72
Bourgogne-Franche-Comté,146664.0,4.12,3.18,5.05
Normandie,179031.0,8.03,4.16,11.9
Hauts-de-France,327857.0,7.97,5.52,10.42
Grand Est,308705.0,1.52,-0.24,3.29
Pays de la Loire,176101.0,6.8,0.85,12.75
Bretagne,138188.0,9.5,4.9,14.1
Nouvelle-Aquitaine,276157.0,8.2,5.48,10.92
Occitanie,232656.0,10.17,7.55,12.79
Auvergne-Rhône-Alpes,441167.0,5.22,3.96,6.47
Provence-Alpes-Côte d'Azur,254327.0,10.62,7.17,14.08
Île-de-France,483760.0,6.19,1.34,11.04
Centre-Val de Loire,134622.0,3.56,-1.0,8.12
Bourgogne-Franche-Comté,149374.0,4.13,0.5,7.77
Normandie,187422.0,5.82,1.14,10.5
Hauts-de-France,338066.0,5.79,1.3,10.28
Grand Est,311734.0,2.59,-0.49,5.66
Pays de la Loire,193877.0,5.15,-1.6,11.9
Bretagne,155294.0,6.98,1.58,12.38
Nouvelle-Aquitaine,309207.0,4.89,-0.55,10.34
Occitanie,259203.0,6.7,2.54,10.86
Auvergne-Rhône-Alpes,452845.0,4.76,2.01,7.52
Provence-Alpes-Côte d'Azur,257724.0,9.35,4.72,13.98
Île-de-France,433274.0,9.34,4.62,14.06
Centre-Val de Loire,113829.0,8.92,3.83,14.02
Bourgogne-Franche-Comté,132564.0,7.64,2.77,12.52
Normandie,169077.0,9.32,3.78,14.86
Hauts-de-France,311335.0,9.18,4.78,13.58
Grand Est,281776.0,6.16,2.19,10.12
Pays de la Loire,170685.0,9.7,4.45,14.95
Bretagne,140525.0,10.44,7.48,13.4
Nouvelle-Aquitaine,255413.0,12.68,6.31,19.04
Occitanie,201681.0,14.13,9.25,19.01
Auvergne-Rhône-Alpes,372871.0,12.35,7.9,16.79
Provence-Alpes-Côte d'Azur,203412.0,13.8,9.17,18.43
Île-de-France,497301.0,5.81,4.62,7.0
Centre-Val de Loire,131288.0,5.44,3.25,7.63
Bourgogne-Franche-Comté,147661.0,3.98,2.12,5.83
Normandie,192670.0,5.31,2.78,7.84
Hauts-de-France,331375.0,5.79,4.1,7.48
Grand Est,312763.0,4.04,1.92,6.15
Pays de la Loire,196156.0,5.92,2.55,9.3
Bretagne,168995.0,5.75,1.78,9.72
Nouvelle-Aquitaine,300978.0,6.56,4.43,8.68
Occitanie,268733.0,5.03,2.77,7.28
Auvergne-Rhône-Alpes,448904.0,2.68,-0.38,5.74
Provence-Alpes-Côte d'Azur,287849.0,6.29,1.62,10.97
Île-de-France,330729.0,13.68,9.92,17.44
Centre-Val de Loire,94646.0,12.38,6.32,18.45
Bourgogne-Franche-Comté,99319.0,11.98,5.65,18.3
Normandie,136371.0,12.7,9.86,15.54
Hauts-de-France,253659.0,12.85,10.28,15.42
Grand Est,224056.0,12.26,7.68,16.84
Pays de la Loire,124094.0,14.42,11.45,17.4
Bretagne,111099.0,13.95,12.0,15.9
Nouvelle-Aquitaine,211474.0,13.48,7.9,19.07
Occitanie,181441.0,13.63,7.95,19.3
Auvergne-Rhône-Alpes,310541.0,11.82,5.62,18.02
Provence-Alpes-Côte d'Azur,198253.0,13.6,8.85,18.35
Île-de-France,377469.0,10.92,9.48,12.36
Centre-Val de Loire,97667.0,10.38,8.73,12.03
Bourgogne-Franche-Comté,110329.0,9.52,7.55,11.48
Normandie,138147.0,11.01,9.46,12.56
Hauts-de-France,260870.0,10.78,9.38,12.18
Grand Est,240742.0,9.73,8.19,11.26
Pays de la Loire,129804.0,11.82,10.35,13.3
Bretagne,113860.0,11.71,9.8,13.62
Nouvelle-Aquitaine,226584.0,11.15,9.76,12.54
Occitanie,204649.0,11.0,8.96,13.03
Auvergne-Rhône-Alpes,350761.0,9.0,6.83,11.17
Provence-Alpes-Côte d'Azur,211178.0,11.51,7.47,15.55
Île-de-France,519428.0,6.19,2.56,9.82
Centre-Val de Loire,137446.0,4.57,-1.1,10.23
Bourgogne-Franche-Comté,161815.0,2.98,-1.63,7.6
Normandie,191822.0,6.62,3.04,10.2
Hauts-de-France,336000.0,6.65,2.92,10.38
Grand Est,315553.0,5.04,0.11,9.98
Pays de la Loire,192603.0,7.38,3.05,11.7
Bretagne,152073.0,8.09,5.22,10.95
Nouvelle-Aquitaine,304639.0,8.28,2.09,14.47
Occitanie,262485.0,9.11,3.25,14.97
Auvergne-Rhône-Alpes,488181.0,4.87,-1.43,11.16
Provence-Alpes-Côte d'Azur,267010.0,9.3,4.2,14.4
Île-de-France,540776.0,5.44,3.52,7.36
Centre-Val de Loire,140614.0,7.03,5.48,8.58
Bourgogne-Franche-Comté,160160.0,5.95,4.03,7.87
Normandie,208448.0,5.15,3.34,6.96
Hauts-de-France,374440.0,4.64,2.96,6.32
Grand Est,332830.0,5.19,3.41,6.96
Pays de la Loire,201824.0,7.45,5.6,9.3
Bretagne,174684.0,6.51,4.18,8.85
Nouvelle-Aquitaine,294923.0,10.99,9.12,12.87
Occitanie,276305.0,10.33,6.69,13.96
Auvergne-Rhône-Alpes,472040.0,7.55,4.68,10.41
Provence-Alpes-Côte d'Azur,284034.0,8.28,4.43,12.12
Île-de-France,585174.0,-0.33,-2.8,2.14
Centre-Val de Loire,162170.0,-1.2,-4.3,1.9
Bourgogne-Franche-Comté,159643.0,-1.98,-5.4,1.45
Normandie,227733.0,-0.77,-3.72,2.18
Hauts-de-France,379936.0,-1.01,-3.16,1.14
Grand Est,335135.0,-1.2,-3.38,0.98
Pays de la Loire,229901.0,0.5,-2.6,3.6
Bretagne,190629.0,2.65,-0.5,5.8
Nouvelle-Aquitaine,311139.0,3.99,1.83,6.14
Occitanie,291535.0,6.79,4.32,9.26
Auvergne-Rhône-Alpes,508263.0,0.35,-1.6,2.31
Provence-Alpes-Côte d'Azur,279264.0,6.72,3.45,9.98
Île-de-France,445601.0,8.62,6.32,10.92
Centre-Val de Loire,114551.0,10.0,7.38,12.62
Bourgogne-Franche-Comté,124407.0,8.87,5.12,12.62
Normandie,171731.0,8.43,6.3,10.56
Hauts-de-France,307870.0,7.93,5.58,10.28
Grand Est,273603.0,7.96,4.36,11.56
Pays de la Loire,160267.0,11.08,8.8,13.35
Bretagne,139904.0,9.75,7.68,11.82
Nouvelle-Aquitaine,252271.0,13.04,10.79,15.29
Occitanie,224315.0,12.76,9.51,16.02
Auvergne-Rhône-Alpes,412244.0,8.04,4.2,11.88
Provence-Alpes-Côte d'Azur,258238.0,10.23,5.13,15.33
Île-de-France,454645.0,9.7,7.42,11.98
Centre-Val de Loire,119938.0,9.6,6.83,12.37
Bourgogne-Franche-Comté,146813.0,6.27,2.18,10.35
Normandie,173985.0,10.16,8.72,11.6
Hauts-de-France,307146.0,9.49,7.24,11.74
Grand Est,289200.0,6.74,3.84,9.65
Pays de la Loire,175670.0,10.55,9.6,11.5
Bretagne,147660.0,11.24,9.05,13.42
Nouvelle-Aquitaine,285788.0,10.4,7.9,12.91
Occitanie,269132.0,8.92,4.96,12.88
Auvergne-Rhône-Alpes,435520.0,6.71,1.37,12.05
Provence-Alpes-Côte d'Azur,280457.0,7.14,1.63,12.65
Île-de-France,551264.0,3.19,0.86,5.52
Centre-Val de Loire,150743.0,1.22,-1.9,4.35
Bourgogne-Franche-Comté,162866.0,1.69,-0.53,3.92
Normandie,210653.0,3.45,0.96,5.94
Hauts-de-France,375062.0,3.36,1.74,4.98
Grand Est,339393.0,1.76,0.41,3.11
Pays de la Loire,214460.0,3.6,-0.05,7.25
Bretagne,178531.0,4.1,0.92,7.28
Nouvelle-Aquitaine,330923.0,4.07,0.34,7.79
Occitanie,278542.0,5.08,2.25,7.92
Auvergne-Rhône-Alpes,488684.0,2.17,-0.63,4.96
Provence-Alpes-Côte d'Azur,301388.0,5.54,1.78,9.3
Île-de-France,529025.0,1.42,-0.74,3.58
Centre-Val de Loire,134238.0,2.33,-0.8,5.45
Bourgogne-Franche-Comté,147387.0,-0.22,-2.3,1.87
Normandie,191842.0,4.78,2.06,7.5
Hauts-de-France,336790.0,1.51,-0.2,3.22
Grand Est,298523.0,0.25,-1.59,2.09
Pays de la Loire,179571.0,5.92,2.4,9.45
Bretagne,146565.0,7.3,4.72,9.88
Nouvelle-Aquitaine,309341.0,5.34,2.26,8.43
Occitanie,286611.0,4.1,1.83,6.36
Auvergne-Rhône-Alpes,468731.0,-1.01,-3.46,1.45
Provence-Alpes-Côte d'Azur,303362.0,3.85,0.42,7.28
Île-de-France,497205.0,6.4,2.92,9.88
Centre-Val de Loire,139034.0,6.49,2.67,10.32
Bourgogne-Franche-Comté,153227.0,4.36,-0.32,9.03
Normandie,202475.0,6.2,1.9,10.5
Hauts-de-France,384562.0,4.88,0.38,9.38
Grand Est,315926.0,4.04,-0.52,8.61
Pays de la Loire,201302.0,7.42,3.15,11.7
Bretagne,166342.0,7.94,4.0,11.88
Nouvelle-Aquitaine,315788.0,8.02,4.29,11.75
Occitanie,277889.0,7.81,3.75,11.86
Auvergne-Rhône-Alpes,462032.0,4.8,-0.18,9.79
Provence-Alpes-Côte d'Azur,275998.0,7.32,3.87,10.77
Île-de-France,501307.0,6.83,5.52,8.14
Centre-Val de Loire,139806.0,6.71,4.25,9.17
Bourgogne-Franche-Comté,154796.0,4.66,1.48,7.83
Normandie,194551.0,6.98,5.62,8.34
Hauts-de-France,346860.0,5.52,3.5,7.54
Grand Est,321550.0,4.27,1.76,6.78
Pays de la Loire,195005.0,7.35,5.55,9.15
Bretagne,163172.0,7.41,6.4,8.43
Nouvelle-Aquitaine,322359.0,7.37,4.09,10.65
Occitanie,277087.0,6.67,2.05,11.28
Auvergne-Rhône-Alpes,487663.0,3.42,-1.0,7.85
Provence-Alpes-Côte d'Azur,285599.0,7.84,2.92,12.77
Île-de-France,460177.0,10.6,8.42,12.78
Centre-Val de Loire,136167.0,10.3,6.92,13.68
Bourgogne-Franche-Comté,138096.0,9.06,3.87,14.25
Normandie,185261.0,8.24,5.78,10.7
Hauts-de-France,330616.0,9.04,7.06,11.02
Grand Est,291505.0,9.53,5.78,13.29
Pays de la Loire,188963.0,10.48,7.95,13.0
Bretagne,152103.0,9.64,7.15,12.12
Nouvelle-Aquitaine,300306.0,10.36,6.05,14.68
Occitanie,270543.0,9.34,4.38,14.29
Auvergne-Rhône-Alpes,433813.0,9.71,7.07,12.35
Provence-Alpes-Côte d'Azur,272470.0,9.17,5.92,12.42
Île-de-France,526061.0,2.1,0.88,3.32
Centre-Val de Loire,141726.0,2.9,1.55,4.25
Bourgogne-Franche-Comté,159232.0,1.57,0.27,2.87
Normandie,203028.0,2.37,0.12,4.62
Hauts-de-France,368222.0,1.03,-0.36,2.42
Grand Est,327996.0,-1.01,-2.91,0.9
Pays de la Loire,202906.0,4.8,1.95,7.65
Bretagne,169990.0,6.26,3.75,8.78
Nouvelle-Aquitaine,319477.0,6.79,4.75,8.84
Occitanie,285504.0,7.27,5.4,9.15
Auvergne-Rhône-Alpes,485297.0,2.68,0.63,4.73
Provence-Alpes-Côte d'Azur,289936.0,7.93,4.33,11.52
Île-de-France,530219.0,4.69,2.3,7.08
Centre-Val de Loire,141233.0,3.55,0.55,6.55
Bourgogne-Franche-Comté,151646.0,2.77,1.73,3.8
Normandie,202476.0,3.97,1.92,6.02
Hauts-de-France,346968.0,3.79,1.32,6.26
Grand Est,312505.0,2.45,1.29,3.61
Pays de la Loire,201467.0,5.12,1.9,8.35
Bretagne,164341.0,5.09,2.38,7.8
Nouvelle-Aquitaine,322219.0,4.47,1.81,7.13
Occitanie,262848.0,5.93,3.85,8.02
Auvergne-Rhône-Alpes,478339.0,3.05,1.59,4.51
Provence-Alpes-Côte d'Azur,275196.0,7.98,3.95,12.0
Île-de-France,460838.0,11.12,5.46,16.78
Centre-Val de Loire,116031.0,11.91,6.3,17.52
Bourgogne-Franche-Comté,147233.0,9.52,2.63,16.4
Normandie,183684.0,9.89,6.2,13.58
Hauts-de-France,325917.0,9.87,4.38,15.36
Grand Est,313551.0,7.34,-1.06,15.75
Pays de la Loire,178696.0,11.82,8.0,15.65
Bretagne,147367.0,10.55,6.88,14.22
Nouvelle-Aquitaine,268266.0,12.24,6.31,18.18
Occitanie,239709.0,11.59,7.29,15.88
Auvergne-Rhône-Alpes,439253.0,10.34,4.7,15.98
Provence-Alpes-Côte d'Azur,244162.0,12.52,9.0,16.05
Île-de-France,531531.0,7.63,3.92,11.34
Centre-Val de Loire,138964.0,8.76,4.2,13.32
Bourgogne-Franche-Comté,159887.0,6.31,1.6,11.02
Normandie,203380.0,7.47,4.16,10.78
Hauts-de-France,348654.0,6.97,3.2,10.74
Grand Est,334455.0,4.22,0.35,8.09
Pays de la Loire,196285.0,9.57,6.65,12.5
Bretagne,162576.0,9.16,7.22,11.1
Nouvelle-Aquitaine,299954.0,12.04,8.0,16.07
Occitanie,279745.0,10.8,5.37,16.24
Auvergne-Rhône-Alpes,489567.0,6.34,1.34,11.34
Provence-Alpes-Côte d'Azur,305643.0,6.4,1.75,11.05
Île-de-France,489747.0,8.7,1.68,15.72
Centre-Val de Loire,133656.0,7.47,-1.52,16.45
Bourgogne-Franche-Comté,149981.0,6.76,-2.43,15.95
Normandie,186433.0,7.33,-0.22,14.88
Hauts-de-France,329827.0,8.06,1.84,14.28
Grand Est,306923.0,6.4,-1.84,14.64
Pays de la Loire,188908.0,8.57,0.85,16.3
Bretagne,153202.0,9.5,3.85,15.15
Nouvelle-Aquitaine,290252.0,10.29,2.51,18.07
Occitanie,264066.0,9.43,2.24,16.63
Auvergne-Rhône-Alpes,447905.0,8.11,-1.49,17.72
Provence-Alpes-Côte d'Azur,271748.0,9.52,1.75,17.3
Île-de-France,394128.0,9.93,5.82,14.04
Centre-Val de Loire,119046.0,8.68,3.15,14.22
Bourgogne-Franche-Comté,125885.0,7.21,0.48,13.93
Normandie,164484.0,10.57,7.74,13.4
Hauts-de-France,296326.0,10.12,6.98,13.26
Grand Est,261458.0,7.19,2.11,12.26
Pays de la Loire,151099.0,11.88,8.55,15.2
Bretagne,134074.0,12.42,11.02,13.82
Nouvelle-Aquitaine,258186.0,10.24,3.47,17.0
Occitanie,218166.0,9.23,1.65,16.81
Auvergne-Rhône-Alpes,393602.0,7.74,-1.44,16.92
Provence-Alpes-Côte d'Azur,242679.0,9.23,2.47,16.0
Île-de-France,545355.0,4.69,0.62,8.76
Centre-Val de Loire,153419.0,6.25,0.48,12.02
Bourgogne-Franche-Comté,159571.0,4.2,-0.83,9.23
Normandie,210047.0,6.08,1.62,10.54
Hauts-de-France,362005.0,4.36,0.86,7.86
Grand Est,327895.0,1.81,-2.76,6.39
Pays de la Loire,207332.0,8.42,4.35,12.5
Bretagne,174804.0,10.25,7.67,12.82
Nouvelle-Aquitaine,306190.0,10.26,5.69,14.83
Occitanie,274126.0,7.76,3.33,12.19
Auvergne-Rhône-Alpes,472882.0,5.45,0.55,10.35
Provence-Alpes-Côte d'Azur,298649.0,4.62,-0.78,10.03
Île-de-France,485424.0,6.65,0.64,12.66
Centre-Val de Loire,127057.0,5.73,-0.8,12.27
Bourgogne-Franche-Comté,142256.0,4.77,-2.4,11.93
Normandie,188495.0,5.51,-0.12,11.14
Hauts-de-France,326379.0,5.59,-0.12,11.3
Grand Est,310193.0,4.16,-2.36,10.69
Pays de la Loire,183921.0,7.55,1.85,13.25
Bretagne,152633.0,6.74,1.4,12.08
Nouvelle-Aquitaine,279228.0,8.72,2.21,15.23
Occitanie,234462.0,9.96,4.4,15.53
Auvergne-Rhône-Alpes,435219.0,6.03,-0.85,12.9
Provence-Alpes-Côte d'Azur,245891.0,10.37,4.97,15.77
Île-de-France,416121.0,11.91,8.68,15.14
Centre-Val de Loire,111908.0,9.54,5.52,13.57
Bourgogne-Franche-Comté,127655.0,9.13,2.13,16.13
Normandie,167620.0,11.17,8.48,13.86
Hauts-de-France,291528.0,12.14,8.52,15.76
Grand Est,271737.0,9.53,3.71,15.35
Pays de la Loire,169677.0,11.08,8.3,13.85
Bretagne,138390.0,11.11,9.1,13.12
Nouvelle-Aquitaine,247867.0,11.23,5.59,16.87
Occitanie,206771.0,12.33,5.7,18.95
Auvergne-Rhône-Alpes,390365.0,9.41,1.76,17.05
Provence-Alpes-Côte d'Azur,221213.0,13.6,7.23,19.97
Île-de-France,436177.0,11.01,8.2,13.82
Centre-Val de Loire,117901.0,10.19,7.4,12.98
Bourgogne-Franche-Comté,140094.0,8.48,6.35,10.62
Normandie,170237.0,10.67,7.7,13.64
Hauts-de-France,306005.0,9.26,6.8,11.72
Grand Est,294915.0,6.41,3.66,9.15
Pays de la Loire,179443.0,10.18,7.25,13.1
Bretagne,148938.0,9.57,7.22,11.92
Nouvelle-Aquitaine,264980.0,11.32,7.29,15.35
Occitanie,224230.0,12.71,8.07,17.35
Auvergne-Rhône-Alpes,435945.0,9.25,6.07,12.42
Provence-Alpes-Côte d'Azur,257707.0,10.45,8.45,12.45
Île-de-France,435138.0,12.03,10.3,13.76
Centre-Val de Loire,121864.0,12.0,10.13,13.87
Bourgogne-Franche-Comté,138004.0,10.56,7.92,13.2
Normandie,174619.0,11.24,10.22,12.26
Hauts-de-France,318896.0,10.24,8.52,11.96
Grand Est,290368.0,9.81,7.26,12.36
Pays de la Loire,174965.0,12.22,10.65,13.8
Bretagne,147041.0,11.69,10.68,12.7
Nouvelle-Aquitaine,271920.0,11.4,9.57,13.22
Occitanie,232206.0,11.85,8.52,15.18
Auvergne-Rhône-Alpes,422013.0,9.66,6.23,13.09
Provence-Alpes-Côte d'Azur,227387.0,12.88,7.33,18.43
Île-de-France,354370.0,11.85,6.92,16.78
Centre-Val de Loire,98850.0,11.47,5.17,17.77
Bourgogne-Franche-Comté,102887.0,9.38,1.52,17.25
Normandie,148552.0,10.1,6.08,14.12
Hauts-de-France,269069.0,10.26,6.06,14.46
Grand Est,223644.0,9.22,2.65,15.79
Pays de la Loire,135997.0,11.45,7.0,15.9
Bretagne,122604.0,10.5,8.45,12.55
Nouvelle-Aquitaine,233838.0,11.38,3.6,19.17
Occitanie,200522.0,9.39,2.03,16.75
Auvergne-Rhône-Alpes,332627.0,8.38,0.08,16.68
Provence-Alpes-Côte d'Azur,205467.0,10.87,4.82,16.92
Île-de-France,409492.0,8.83,6.28,11.38
Centre-Val de Loire,125345.0,8.77,4.83,12.7
Bourgogne-Franche-Comté,133723.0,7.14,4.07,10.22
Normandie,194607.0,9.04,6.26,11.82
Hauts-de-France,301018.0,8.22,6.06,10.38
Grand Est,281485.0,6.46,3.3,9.62
Pays de la Loire,172582.0,10.42,7.15,13.7
Bretagne,142577.0,10.86,8.05,13.68
Nouvelle-Aquitaine,275196.0,9.14,5.83,12.45
Occitanie,233059.0,8.75,5.08,12.42
Auvergne-Rhône-Alpes,423998.0,5.8,2.92,8.67
Provence-Alpes-Côte d'Azur,235871.0,9.76,4.92,14.6
Île-de-France,380594.0,12.64,8.8,16.48
Centre-Val de Loire,100179.0,12.08,8.08,16.07
Bourgogne-Franche-Comté,113862.0,12.85,9.82,15.88
Normandie,156854.0,11.58,7.64,15.52
Hauts-de-France,275271.0,12.24,8.54,15.94
Grand Est,251854.0,12.11,8.66,15.57
Pays de la Loire,155647.0,12.25,8.15,16.35
Bretagne,128918.0,11.79,9.23,14.35
Nouvelle-Aquitaine,229994.0,13.97,9.82,18.11
Occitanie,181551.0,15.56,9.72,21.41
Auvergne-Rhône-Alpes,354737.0,14.36,9.46,19.26
Provence-Alpes-Côte d'Azur,205207.0,14.22,8.07,20.37
Île-de-France,327976.0,11.4,7.56,15.24
Centre-Val de Loire,89289.0,10.37,6.53,14.2
Bourgogne-Franche-Comté,100193.0,11.17,6.87,15.47
Normandie,139950.0,10.43,6.76,14.1
Hauts-de-France,252513.0,10.75,7.62,13.88
Grand Est,214078.0,9.04,4.39,13.7
Pays de la Loire,125675.0,11.32,7.5,15.15
Bretagne,107324.0,11.64,8.85,14.42
Nouvelle-Aquitaine,204137.0,12.19,9.43,14.94
Occitanie,162987.0,13.31,10.45,16.17
Auvergne-Rhône-Alpes,302688.0,11.53,7.45,15.61
Provence-Alpes-Côte d'Azur,185190.0,16.44,11.43,21.45
Île-de-France,320275.0,12.87,8.06,17.68
Centre-Val de Loire,82513.0,12.14,5.62,18.67
Bourgogne-Franche-Comté,91024.0,13.22,7.17,19.28
Normandie,134593.0,11.65,7.68,15.62
Hauts-de-France,229907.0,12.09,7.86,16.32
Grand Est,199937.0,13.54,7.96,19.13
Pays de la Loire,121462.0,12.6,8.05,17.15
Bretagne,97874.0,12.35,9.45,15.25
Nouvelle-Aquitaine,199877.0,12.97,7.74,18.2
Occitanie,185888.0,14.03,6.37,21.69
Auvergne-Rhône-Alpes,307455.0,12.56,6.08,19.04
Provence-Alpes-Côte d'Azur,201402.0,15.54,9.8,21.28
Île-de-France,424138.0,8.56,1.14,15.98
Centre-Val de Loire,111312.0,7.76,-0.88,16.4
Bourgogne-Franche-Comté,126397.0,7.88,-1.12,16.87
Normandie,164542.0,8.4,1.28,15.52
Hauts-de-France,290181.0,8.05,0.84,15.26
Grand Est,268062.0,7.66,-1.56,16.89
Pays de la Loire,163529.0,10.45,4.1,16.8
Bretagne,141571.0,9.7,5.7,13.7
Nouvelle-Aquitaine,242752.0,12.55,5.42,19.69
Occitanie,214553.0,11.06,4.32,17.81
Auvergne-Rhône-Alpes,385234.0,7.83,-2.14,17.79
Provence-Alpes-Côte d'Azur,225451.0,10.85,3.98,17.72
Île-de-France,295906.0,11.49,3.7,19.28
Centre-Val de Loire,86944.0,11.47,1.45,21.48
Bourgogne-Franche-Comté,100510.0,11.41,0.57,22.25
Normandie,132760.0,10.45,2.52,18.38
Hauts-de-France,232981.0,10.28,2.14,18.42
Grand Est,199587.0,9.83,-0.49,20.15
Pays de la Loire,125771.0,13.35,5.2,21.5
Bretagne,103835.0,12.38,4.52,20.23
Nouvelle-Aquitaine,185670.0,15.6,6.97,24.22
Occitanie,166415.0,14.27,8.05,20.5
Auvergne-Rhône-Alpes,293305.0,11.95,1.17,22.73
Provence-Alpes-Côte d'Azur,175696.0,14.51,8.07,20.95
Île-de-France,421894.0,6.09,1.36,10.82
Centre-Val de Loire,113893.0,4.91,-1.37,11.18
Bourgogne-Franche-Comté,134167.0,4.46,-1.83,10.75
Normandie,172484.0,5.31,0.58,10.04
Hauts-de-France,300073.0,5.34,0.82,9.86
Grand Est,273021.0,3.96,-2.14,10.06
Pays de la Loire,167674.0,7.02,1.7,12.35
Bretagne,140824.0,6.7,1.65,11.75
Nouvelle-Aquitaine,251089.0,7.76,1.29,14.23
Occitanie,209172.0,8.95,1.67,16.24
Auvergne-Rhône-Alpes,391196.0,4.51,-2.23,11.25
Provence-Alpes-Côte d'Azur,234664.0,9.27,3.6,14.93
Île-de-France,305924.0,9.74,3.66,15.82
Centre-Val de Loire,76502.0,9.12,2.85,15.4
Bourgogne-Franche-Comté,89054.0,8.74,4.23,13.25
Normandie,120841.0,9.19,2.58,15.8
Hauts-de-France,222510.0,8.58,3.46,13.7
Grand Est,196665.0,7.69,2.9,12.49
Pays de la Loire,107786.0,11.0,3.85,18.15
Bretagne,83900.0,10.18,3.95,16.4
Nouvelle-Aquitaine,180252.0,13.86,9.67,18.04
Occitanie,150301.0,15.24,10.93,19.55
Auvergne-Rhône-Alpes,283582.0,10.9,6.89,14.92
Provence-Alpes-Côte d'Azur,178905.0,16.01,11.28,20.73
Île-de-France,339564.0,17.33,10.26,24.4
Centre-Val de Loire,85948.0,15.74,7.0,24.48
Bourgogne-Franche-Comté,106007.0,15.53,7.87,23.2
Normandie,133298.0,15.61,8.58,22.64
Hauts-de-France,254977.0,14.29,6.7,21.88
Grand Est,224662.0,15.33,7.7,22.96
Pays de la Loire,132412.0,17.6,9.5,25.7
Bretagne,103024.0,16.56,12.45,20.68
Nouvelle-Aquitaine,198833.0,19.17,10.76,27.58
Occitanie,169712.0,19.42,11.44,27.4
Auvergne-Rhône-Alpes,327013.0,15.7,7.98,23.43
Provence-Alpes-Côte d'Azur,193190.0,18.91,12.62,25.2
Île-de-France,354529.0,15.67,11.22,20.12
Centre-Val de Loire,93685.0,15.07,9.68,20.45
Bourgogne-Franche-Comté,113549.0,14.32,11.25,17.4
Normandie,134384.0,13.85,8.98,18.72
Hauts-de-France,257320.0,14.14,10.22,18.06
Grand Est,235878.0,16.02,11.52,20.52
Pays de la Loire,137888.0,16.12,8.95,23.3
Bretagne,108525.0,13.69,8.45,18.92
Nouvelle-Aquitaine,230962.0,14.34,10.65,18.02
Occitanie,217909.0,12.01,9.23,14.79
Auvergne-Rhône-Alpes,360173.0,12.49,9.32,15.66
Provence-Alpes-Côte d'Azur,203459.0,14.7,9.45,19.95
Île-de-France,347084.0,12.79,7.04,18.54
Centre-Val de Loire,91137.0,11.87,5.17,18.57
Bourgogne-Franche-Comté,117631.0,10.89,4.82,16.97
Normandie,139668.0,12.05,6.28,17.82
Hauts-de-France,258635.0,12.09,5.84,18.34
Grand Est,248741.0,10.24,3.94,16.54
Pays de la Loire,135156.0,14.38,8.4,20.35
Bretagne,106262.0,13.71,7.22,20.2
Nouvelle-Aquitaine,204911.0,14.31,7.2,21.42
Occitanie,176090.0,14.34,7.07,21.6
Auvergne-Rhône-Alpes,348359.0,10.91,4.7,17.12
Provence-Alpes-Côte d'Azur,193335.0,13.83,9.82,17.85
Île-de-France,315667.0,11.3,5.08,17.52
Centre-Val de Loire,86932.0,12.03,5.75,18.32
Bourgogne-Franche-Comté,107930.0,13.56,9.17,17.95
Normandie,134198.0,9.84,4.66,15.02
Hauts-de-France,239788.0,10.26,4.42,16.1
Grand Est,209744.0,12.18,6.45,17.9
Pays de la Loire,132481.0,12.27,6.0,18.55
Bretagne,106660.0,10.5,5.42,15.58
Nouvelle-Aquitaine,202125.0,13.86,9.05,18.67
Occitanie,167280.0,15.21,11.47,18.95
Auvergne-Rhône-Alpes,311179.0,12.45,9.78,15.13
Provence-Alpes-Côte d'Azur,171407.0,16.68,12.95,20.42
Île-de-France,308450.0,12.91,8.98,16.84
Centre-Val de Loire,82739.0,12.85,8.8,16.9
Bourgogne-Franche-Comté,96549.0,11.17,8.37,13.97
Normandie,124941.0,11.89,8.04,15.74
Hauts-de-France,238664.0,10.68,6.52,14.84
Grand Est,193178.0,11.07,7.28,14.86
Pays de la Loire,114654.0,13.3,9.5,17.1
Bretagne,102948.0,12.28,9.02,15.52
Nouvelle-Aquitaine,201229.0,13.26,10.41,16.12
Occitanie,163507.0,13.59,10.05,17.13
Auvergne-Rhône-Alpes,300742.0,10.37,7.37,13.36
Provence-Alpes-Côte d'Azur,188017.0,12.92,8.2,17.63
Île-de-France,339544.0,16.15,11.56,20.74
Centre-Val de Loire,83712.0,15.74,11.13,20.35
Bourgogne-Franche-Comté,108650.0,16.38,12.12,20.65
Normandie,130276.0,14.72,10.54,18.9
Hauts-de-France,256522.0,14.73,11.7,17.76
Grand Est,229577.0,15.62,11.83,19.41
Pays de la Loire,128085.0,14.9,10.35,19.45
Bretagne,103176.0,14.01,9.38,18.65
